,Bail Status,Days in Court,Offence Location,Date,Proceeding,Court,Offence Number,Offence,Election,Discharge Available,SS Available,CSO Available,Maximum (Summary)(Years),Maximum (Indictable)(Years),Has Lawyer,Not in Custody,Custody Unknown,Is In Custody,Abbotsford,New Westminster,North Vancouver,Port Coquitlam,Richmond,Surrey,Vancouver,Victoria
592,2.0,58,Surrey BC,2023-03-22,ARB,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
593,6.0,33,Surrey BC,2023-03-22,JIR,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
594,3.0,1203,Surrey BC,2023-03-22,JIR,001,344 1 b,Robbery (with firearm),3,1,1,1,5,25,1,0,0,1,0,0,0,0,0,1,0,0
595,6.0,98,Surrey BC,2023-03-22,JIR,001,430 4,Mischief,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
596,6.0,19,Surrey BC,2023-03-22,JIR,001,95 1,DWP,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
597,2.0,755,White Rock BC,2023-03-22,ARB,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
598,2.0,615,White Rock BC,2023-03-22,ARB,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
599,3.0,915,Surrey BC,2023-03-22,JIR,001,5 2,PPT,1,0,0,0,2,25,1,0,0,1,0,0,0,0,0,1,0,0
600,6.0,2,Surrey BC,2023-03-22,JIR,001,95 1,DWP,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0
601,2.0,56,Surrey BC,2023-03-22,CLC,001,320.17,Flight from police,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,1,0,0
602,,84,Surrey BC,2023-03-22,JIR,001,403 1 a,Identity fraud - to gain advantage,1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0
603,,15,Surrey BC,2023-03-22,ARB,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
604,6.0,4,Surrey BC,2023-03-22,JIR,001,434,Arson (damage to property),3,0,0,0,5,14,0,0,0,1,0,0,0,0,0,1,0,0
605,2.0,540,Delta BC,2023-03-22,PSR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
606,2.0,468,Surrey BC,2023-03-22,PSR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
607,6.0,125,Abbotsford BC,2023-03-22,PSR,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
608,2.0,295,Delta BC,2023-03-22,DEC,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
609,7.0,569,Surrey BC,2023-03-22,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,1,0,0
610,7.0,44,Surrey BC,2023-03-22,JIR,001,267 b,ACBH,1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,1,0,0
611,3.0,77,Delta BC,2023-03-22,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
612,3.0,72,Delta BC,2023-03-22,JIR,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
613,7.0,46,Delta BC,2023-03-22,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
614,,140,Surrey BC,2023-03-22,SNT,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0
615,,636,White Rock BC,2023-03-22,APP,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
616,7.0,402,,2023-03-22,SNT,001,733.1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0
617,7.0,402,,2023-03-22,SNT,002,268 2,Agg assault,3,0,0,0,5,14,1,0,0,1,0,0,0,0,0,1,0,0
618,0.0,216,Langley BC,2023-03-22,FXD,001,320.14,Driving Impaired,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
619,2.0,197,Surrey BC,2023-03-22,FXD,001,267 b,ACBH,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
620,2.0,162,Surrey BC,2023-03-22,FXD,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
621,3.0,915,Surrey BC,2023-03-22,JIR,001,5 2,PPT,1,0,0,0,2,25,1,0,0,1,0,0,0,0,0,1,0,0
622,,770,Surrey BC,2023-03-22,FXD,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,1,0,0
623,2.0,216,Surrey BC,2023-03-22,FXD,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
624,2.0,196,Surrey BC,2023-03-22,FXD,001,320.14 1 b,Driving over 0.08,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
625,3.0,771,Surrey BC,2023-03-22,FXD,001,271,Sexual Assault,1,0,0,0,2,14,1,1,0,0,0,0,0,0,0,1,0,0
626,,47,Delta BC,2023-03-22,ARB,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
627,7.0,47,Surrey BC,2023-03-22,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,1,0,0
628,2.0,512,Langley BC,2023-03-22,FXD,001,320.14 1 a,Driving Impaired,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
629,0.0,229,Surrey BC,2023-03-22,FXD,001,320.14 1 a,Driving Impaired,1,0,0,0,2,5,1,0,1,0,0,0,0,0,0,1,0,0
630,2.0,275,Surrey BC,2023-03-22,FXD,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
631,2.0,103,Surrey BC,2023-03-22,FXD,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,1,0,0
632,8.0,776,Surrey BC,2023-03-22,FXD,001,271,Sexual Assault,1,0,0,0,2,14,1,0,0,1,0,0,0,0,0,1,0,0
633,2.0,347,Surrey BC,2023-03-22,FXD,001,268 2,Agg assault,3,0,0,0,5,14,1,1,0,0,0,0,0,0,0,1,0,0
634,2.0,242,Langley BC,2023-03-22,APP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
635,2.0,136,Surrey BC,2023-03-22,APP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,1,0,0
636,,128,,2023-03-22,DSP,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,1,0,0
637,,121,,2023-03-22,DSP,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0
638,8.0,193,,2023-03-22,DSP,001,344 1 b,Robbery (with firearm),3,1,1,1,5,25,1,0,0,1,0,0,0,0,0,1,0,0
639,2.0,609,Abbotsford BC,2023-03-22,PTC,001,271,Sexual Assault,1,0,0,0,2,14,1,1,0,0,0,0,0,0,0,1,0,0
640,8.0,692,Vancouver BC,2023-03-22,FXD,001,348 1 d,Break and enter with intent (dwelling),3,0,0,0,2,25,1,0,0,1,0,0,0,0,0,0,1,0
641,2.0,239,Vancouver BC,2023-03-22,APP,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
642,2.0,40,Vancouver BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
643,6.0,181,North Vancouver BC,2023-03-22,APP,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
644,2.0,203,Coquitlam BC,2023-03-22,ARB,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
645,2.0,210,Vancouver BC,2023-03-22,APP,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
646,2.0,29,Burnaby BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
647,2.0,19,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
648,6.0,11,Vancouver BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
649,2.0,247,Vancouver BC,2023-03-22,APP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
650,6.0,7,Surrey BC,2023-03-22,JIR,001,56.1 1,Possess ID docs,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
651,6.0,7,Surrey BC,2023-03-22,JIR,001,56.1 1,Possess ID docs,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
652,6.0,5,Surrey BC,2023-03-22,JIR,001,117.01 1,Possess firearm/weapon while prohibited,1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
653,2.0,69,Vancouver BC,2023-03-22,JIR,001,430 4 b,Mischief,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
654,2.0,47,Burnaby BC,2023-03-22,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
655,2.0,40,Vancouver BC,2023-03-22,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
656,6.0,28,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
657,6.0,14,Burnaby BC,2023-03-22,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
658,2.0,285,Vancouver BC,2023-03-22,JIR,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
659,6.0,26,Vancouver BC,2023-03-22,JIR,001,268 2,Agg assault,3,0,0,0,5,14,1,0,0,1,0,0,0,0,0,0,1,0
660,6.0,3,Richmond BC,2023-03-22,JIR,001,733.1,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
661,2.0,399,Vancouver BC,2023-03-22,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
662,,2,Richmond BC,2023-03-22,APP,001,742.6,Breach of Probation,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
663,2.0,167,Vancouver BC,2023-03-22,ARB,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
664,6.0,156,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
665,,119,Richmond BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
666,6.0,47,Vancouver BC,2023-03-22,JIR,001,434,Arson (damage to property),3,0,0,0,5,14,1,0,0,1,0,0,0,0,0,0,1,0
667,2.0,2191,Vancouver BC,2023-03-22,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
668,6.0,41,Vancouver BC,2023-03-22,JIR,001,145 2 a,FTA,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
669,2.0,1786,Vancouver BC,2023-03-22,JIR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
670,6.0,41,Vancouver BC,2023-03-22,JIR,001,145 2 a,FTA,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
671,2.0,1786,Vancouver BC,2023-03-22,JIR,001,90 1,Carrying concealed weapon,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
672,6.0,41,Vancouver BC,2023-03-22,JIR,001,145 2 a,FTA,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
673,2.0,298,Vancouver BC,2023-03-22,JIR,001,5 2,PPT,1,0,0,0,2,25,1,0,0,1,0,0,0,0,0,0,1,0
674,6.0,14,Vancouver BC,2023-03-22,JIR,001,5 2,PPT,1,0,0,0,2,25,1,0,0,1,0,0,0,0,0,0,1,0
675,7.0,1,Burnaby BC,2023-03-22,JIR,001,344 1 b,Robbery (with firearm),3,1,1,1,5,25,0,0,0,1,0,0,0,0,0,0,1,0
676,2.0,142,Vancouver BC,2023-03-22,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
677,2.0,142,Vancouver BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,1,0
678,2.0,938,New Westminster BC,2023-03-22,JIR,001,348 1 a,Break and enter with intent (not dwelling),1,0,0,0,2,10,0,0,0,1,0,0,0,0,0,0,1,0
679,2.0,223,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
680,0.0,0,Vancouver BC,2023-03-22,JIR,001,234 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0
681,2.0,230,Burnaby BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
682,2.0,129,Richmond BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
683,6.0,0,Burnaby BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1,0
684,6.0,0,Burnaby BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1,0
685,2.0,109,Vancouver BC,2023-03-22,APP,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
686,2.0,109,Burnaby BC,2023-03-22,APP,001,434,Arson (damage to property),3,0,0,0,5,14,1,1,0,0,0,0,0,0,0,0,1,0
687,2.0,88,Vancouver BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1,0
688,2.0,80,Victoria BC,2023-03-22,JIR,001,266,Assault,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1,0
689,2.0,81,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
690,2.0,81,Vancouver BC,2023-03-22,JIR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0
691,2.0,296,Vancouver BC,2023-03-22,JIR,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,1,0
692,2.0,209,Vancouver BC,2023-03-22,APP,001,173 1,Indecent Act,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
693,2.0,142,Vancouver BC,2023-03-22,APW,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,0,1,0
694,,653,Burnaby BC,2023-03-22,IGP,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,1,0
695,2.0,157,Vancouver BC,2023-03-22,APW,001,267 a,Assault w/ weapon,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
696,6.0,27,Vancouver BC,2023-03-22,JIR,001,355 b,PSP Under,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
697,8.0,106,Vancouver BC,2023-03-22,FXD,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
698,8.0,106,Vancouver BC,2023-03-22,FXD,001,430,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
699,6.0,62,Vancouver BC,2023-03-22,IGP,001,811,Breach of Recognizance,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
700,2.0,184,Vancouver BC,2023-03-22,CTD,001,117.01 1,Possess firearm/weapon while prohibited,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,1,0
701,2.0,184,Vancouver BC,2023-03-22,CTD,001,95 1,DWP,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0
702,2.0,275,Burnaby BC,2023-03-22,APP,001,267 c,Assault by choking,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,1,0
703,8.0,13,Vancouver BC,2023-03-22,AHR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
704,8.0,53,Vancouver BC,2023-03-22,AHR,001,430 4,Mischief,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0
705,,114,Victoria BC,2023-03-22,IGP,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1
706,2.0,114,Victoria BC,2023-03-22,FA,001,810 1 a,Peace bond,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
707,8.0,144,Saanich BC,2023-03-22,IGP,001,267 c,Assault by choking,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,1
708,8.0,130,Saanich BC,2023-03-22,IGP,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
709,8.0,102,Saanich BC,2023-03-22,IGP,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
710,2.0,176,Victoria BC,2023-03-22,IGP,001,266,Assault,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1
711,2.0,158,Victoria BC,2023-03-22,IGP,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
712,,121,Victoria BC,2023-03-22,AHR,001,271,Sexual Assault,1,0,0,0,2,14,0,1,0,0,0,0,0,0,0,0,0,1
713,6.0,93,Victoria BC,2023-03-22,APP,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
714,6.0,0,Saanich BC,2023-03-22,APP,001,423 1 b,Intimidation by threats,3,0,0,0,5,14,0,1,0,0,0,0,0,0,0,0,0,1
715,0.0,114,Saanich BC,2023-03-22,DSP,001,320.14 1 a,Driving Impaired,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1
716,2.0,82,Victoria BC,2023-03-22,AVS,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
717,2.0,369,Saanich BC,2023-03-22,AVS,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
718,2.0,114,Victoria BC,2023-03-22,AVS,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
719,6.0,75,Victoria BC,2023-03-22,AVS,005,145 5 a,Fail to comply with Order,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
720,6.0,75,Victoria BC,2023-03-22,AVS,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
721,8.0,134,Victoria BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
722,8.0,122,Saanich BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
723,,35,Saanich BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1
724,,34,Victoria BC,2023-03-22,CLC,001,268 2,Agg assault,3,0,0,0,5,14,1,0,0,1,0,0,0,0,0,0,0,1
725,,120,Victoria BC,2023-03-22,ELE,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1
726,,197,Victoria BC,2023-03-22,FXD,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1
727,6.0,197,Victoria BC,2023-03-22,FXD,001,145 2 a,FTA,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1
728,2.0,20,North Saanich BC,2023-03-22,APP,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
729,2.0,28,Victoria BC,2023-03-22,FA,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
730,2.0,17,Victoria BC,2023-03-22,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
731,2.0,3,Victoria BC,2023-03-22,CLC,001,175 1 a,Causing a disturbance,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
732,2.0,645,Saanich BC,2023-03-22,FXD,001,372 3,Harrassing communications,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
733,2.0,15,Victoria BC,2023-03-22,CLC,001,268 2,Agg assault,3,0,0,0,5,14,1,1,0,0,0,0,0,0,0,0,0,1
734,6.0,28,Victoria BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
735,2.0,261,Victoria BC,2023-03-22,AHR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
736,2.0,135,Victoria BC,2023-03-22,AHR,001,430 4,Mischief,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
737,2.0,63,Victoria BC,2023-03-22,AHR,001,430 4,Mischief,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
738,2.0,42,Victoria BC,2023-03-22,AHR,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
739,2.0,740,Saanich BC,2023-03-22,AHR,001,270 1 a,Assault PO,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1
740,2.0,67,Victoria BC,2023-03-22,CLC,001,267 b,ACBH,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,1
741,2.0,497,Victoria BC,2023-03-22,FXD,001,163.1 4,Possession of Child Pornography,1,1,1,1,2,10,1,1,0,0,0,0,0,0,0,0,0,1
742,2.0,497,Victoria BC,2023-03-22,AHR,001,163.1 4,Possession of Child Pornography,1,1,1,1,2,10,0,1,0,0,0,0,0,0,0,0,0,1
743,2.0,363,Saanich BC,2023-03-22,APW,001,264.1 1,Utt Threats,1,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0,0,1
744,2.0,818,Victoria BC,2023-03-22,FXD,001,4 1,Possession of Cocaine or Heroin,1,0,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,1
745,2.0,818,Victoria BC,2023-03-22,FXD,001,4 1,Possession of Cocaine or Heroin,1,0,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,1
746,2.0,454,Victoria BC,2023-03-22,FXD,001,145 5 a,Fail to comply with Order,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
747,2.0,28,Victoria BC,2023-03-22,AHR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
748,2.0,28,Saanich BC,2023-03-22,AHR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
749,2.0,29,Victoria BC,2023-03-22,CLC,001,334 a,"Theft over $5,000",1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,1
750,2.0,182,Victoria BC,2023-03-22,AHR,001,5 2,PPT,1,0,0,0,2,25,1,1,0,0,0,0,0,0,0,0,0,1
751,0.0,100,Victoria BC,2023-03-22,CLC,001,95 1,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1
752,2.0,259,Saanich BC,2023-03-22,CLC,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
753,2.0,154,Victoria BC,2023-03-22,CLC,001,267 b,ACBH,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,1
754,2.0,31,Saanich BC,2023-03-22,AHR,001,266,Assault,1,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,1
755,2.0,13,Victoria BC,2023-03-22,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
756,2.0,13,Saanich BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1
757,2.0,21,Victoria BC,2023-03-22,CLC,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
758,8.0,95,Victoria BC,2023-03-22,APW,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,0,1
759,8.0,125,Burnaby BC,2023-03-22,APW,001,348 1 b,Break and enter with intent (not dwelling),1,0,0,0,2,10,1,0,0,1,0,0,0,0,0,0,0,1
760,8.0,261,Surrey BC,2023-03-22,APW,001,264,Criminal Harrassment,1,0,0,0,2,5,1,0,0,1,0,0,0,0,0,0,0,1
761,2.0,245,Victoria BC,2023-03-22,FXD,001,490.031,Return of items seized,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
762,,98,Sidney BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
763,2.0,165,Saanich BC,2023-03-22,FXD,001,733.1 1,Breach of Probation,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
764,2.0,165,Saanich BC,2023-03-22,AHR,001,733.1 1,Breach of Probation,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
765,2.0,92,Shawnigan Lake BC,2023-03-22,IGP,001,349 1,Being unlawfully in a dwelling-house,1,0,0,0,2,10,1,1,0,0,0,0,0,0,0,0,0,1
766,2.0,98,Victoria BC,2023-03-22,FXD,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
767,2.0,98,Victoria BC,2023-03-22,FXD,001,349 1,Being unlawfully in a dwelling-house,1,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,1
768,,133,Victoria BC,2023-03-22,AHR,001,334 b,"Theft under $5,000",1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1
769,2.0,382,Victoria BC,2023-03-22,CLC,001,334 b,"Theft under $5,000",1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1
770,2.0,55,Victoria BC,2023-03-22,CLC,001,742.6,Breach of Probation,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1
771,0.0,147,Oak Bay BC,2023-03-22,AHR,001,102 a,DWP,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1
